invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date
I723183,qvtrqaufor,Male,59,Clothing,1,300.08,Credit Card,2022-03-07
I120706,ef0grvhx38,Male,29,Clothing,1,300.08,Debit Card,2021-02-04
I431703,v2acwnqhbp,Female,58,Clothing,2,600.16,Credit Card,2022-06-30
I290765,jscjvidqxo,Female,31,Shoes,5,3000.85,Cash,2022-08-11
I778000,a9l1pwbkbv,Male,43,Clothing,3,900.24,Debit Card,2021-10-31
I844199,tmpvdhxsus,Female,39,Shoes,1,600.17,Credit Card,2022-02-02
I547595,6ae1mzmjlv,Female,43,Shoes,3,1800.51,Debit Card,2022-07-13
I117040,fszspflynk,Female,18,Clothing,2,600.16,Cash,2021-09-22
I207786,nwblbj2798,Male,64,Food & Beverage,1,5.23,Debit Card,2021-05-23
I562511,hmw8guclvc,Male,37,Souvenir,5,58.65,Credit Card,2021-01-07
I858807,hgkhfzxong,Female,23,Cosmetics,5,203.3,Credit Card,2022-08-27
I327909,34vjxlnhfw,Female,51,Clothing,1,300.08,Cash,2022-09-05
I496820,tdnkhdqyaa,Female,51,Clothing,3,900.24,Cash,2021-10-05
I137920,mwd5ibeyop,Female,18,Clothing,2,600.16,Credit Card,2022-05-20
I187333,kafvgwcjjc,Male,21,Clothing,2,600.16,Credit Card,2022-04-28
I190363,bcooari8zw,Female,66,Cosmetics,4,162.64,Cash,2021-10-08
I306447,p9scrfzelo,Female,21,Clothing,3,900.24,Credit Card,2022-01-09
I173627,3ap2gbsdvy,Female,37,Clothing,2,600.16,Credit Card,2022-01-05
I928241,ezdjeutuen,Male,38,Food & Beverage,2,10.46,Credit Card,2022-04-19
I106667,eoovsr8xdv,Male,39,Clothing,3,900.24,Cash,2022-12-17
I182726,j8rxvcq4cp,Female,63,Toys,5,179.2,Debit Card,2021-10-09
I693830,ervcxj8ptk,Male,55,Clothing,5,1500.4,Cash,2022-08-13
I231123,l0s9enrrrq,Female,47,Clothing,5,1500.4,Cash,2022-11-21
I446713,ufzzfsce3b,Female,59,Souvenir,3,35.19,Credit Card,2022-10-13
I288306,tmq9dw9wrx,Female,41,Clothing,4,1200.32,Cash,2021-05-29
I317121,7myfzfrrcj,Female,50,Clothing,4,1200.32,Cash,2021-09-10
I518491,wcy9c3uktk,Male,65,Shoes,4,2400.68,Debit Card,2021-03-30
I850223,gxmvqfsvt2,Male,47,Clothing,2,600.16,Credit Card,2021-12-01
I651428,jmfhaah9cd,Male,26,Food & Beverage,3,15.69,Debit Card,2021-08-25
I151933,ew4gxeyvvg,Female,58,Clothing,3,900.24,Debit Card,2022-02-16
I778650,3pg92mu9ow,Female,28,Clothing,4,1200.32,Credit Card,2022-02-27
I122532,npkixhucwi,Female,65,Technology,1,1050.0,Cash,2023-02-11
I273384,1msrxuw3id,Male,56,Food & Beverage,2,10.46,Credit Card,2022-01-06
I774665,24gmm9qnfl,Female,41,Cosmetics,4,162.64,Cash,2022-07-01
I665383,ofxh27mr3j,Male,37,Technology,2,2100.0,Credit Card,2022-01-18
I768327,rcmvz2zwq4,Female,49,Cosmetics,2,81.32,Debit Card,2021-07-11
I281828,tzqbxqiqo4,Male,34,Toys,2,71.68,Credit Card,2021-03-16
I503846,4df9e8i1lz,Female,30,Clothing,1,300.08,Debit Card,2022-01-08
I143493,itsj2s9q5j,Female,66,Shoes,5,3000.85,Debit Card,2022-02-15
I954471,fm0cp16sfs,Female,38,Toys,1,35.84,Cash,2021-01-11
I682841,yfmhkhabnz,Female,58,Toys,4,143.36,Cash,2021-12-25
I269353,gjymau0yee,Female,64,Toys,2,71.68,Cash,2021-11-09
I296729,qlvqwhqml2,Female,40,Food & Beverage,2,10.46,Credit Card,2022-03-18
I258685,2n2phl51uw,Female,61,Food & Beverage,2,10.46,Credit Card,2021-10-30
I169865,ehjkfnlqww,Male,34,Cosmetics,1,40.66,Debit Card,2021-10-13
I152248,tefpjyihlj,Female,36,Cosmetics,1,40.66,Cash,2021-10-15
I135563,z7f0fdbugs,Female,61,Food & Beverage,2,10.46,Credit Card,2022-09-28
I834663,uiypcyycf6,Male,41,Clothing,2,600.16,Cash,2022-09-10
I541072,kjeasyxahv,Female,31,Shoes,4,2400.68,Debit Card,2022-03-01
I304640,iurtnzfmti,Female,64,Clothing,5,1500.4,Debit Card,2021-03-10
I138929,8nxnngzqhq,Female,63,Cosmetics,2,81.32,Credit Card,2022-11-18
I138490,nbi5z2jz9q,Female,39,Food & Beverage,1,5.23,Credit Card,2022-07-28
I299934,6r817ozxkp,Male,39,Clothing,5,1500.4,Cash,2022-12-25
I500691,herqhcllx6,Female,18,Clothing,4,1200.32,Cash,2021-01-06
I271148,0dxebapaqr,Male,33,Toys,3,107.52,Cash,2021-02-25
I214831,erpxsbcyll,Male,44,Shoes,4,2400.68,Credit Card,2022-05-19
I197387,pd7dlgpzus,Male,52,Clothing,1,300.08,Cash,2021-05-14
I293726,tgl1gse6ua,Male,41,Books,1,15.15,Cash,2021-10-21
I233132,piupeclybc,Female,53,Souvenir,1,11.73,Debit Card,2022-06-26
I130965,akgeadfypu,Female,25,Books,3,45.45,Cash,2022-12-01
I230185,mz47grvons,Male,46,Clothing,1,300.08,Debit Card,2021-04-06
I123991,ej5t0lvaq0,Female,21,Food & Beverage,1,5.23,Cash,2021-03-09
I171239,wuwwaioysd,Female,27,Clothing,3,900.24,Debit Card,2022-10-25
I684629,rmrg0jwq6i,Female,38,Toys,3,107.52,Cash,2023-02-16
I215726,puxuarhjlx,Male,35,Shoes,3,1800.51,Cash,2023-01-24
I932929,vgcyfalfrg,Female,64,Shoes,3,1800.51,Cash,2022-04-18
I234573,tc3ygpseeg,Female,30,Food & Beverage,3,15.69,Cash,2021-07-24
I130125,mbi2y4ow8r,Female,55,Clothing,4,1200.32,Cash,2021-04-23
I170423,mfd3h0lyz8,Female,55,Shoes,2,1200.34,Cash,2022-10-29
I321007,u79m3zzfzt,Female,20,Clothing,4,1200.32,Credit Card,2022-07-24
I100227,ep22qyo2db,Female,67,Toys,3,107.52,Cash,2022-05-13
I387708,j9civhcoj1,Male,36,Toys,1,35.84,Credit Card,2022-09-22
I192956,mg9lxmsk8f,Female,48,Cosmetics,3,121.98,Cash,2022-07-05
I862317,r04znf7cau,Female,61,Toys,2,71.68,Cash,2021-05-08
I795524,ju1hx8zq5t,Male,45,Clothing,5,1500.4,Debit Card,2022-05-25
I213782,62s4rq5bzq,Female,55,Clothing,4,1200.32,Credit Card,2022-09-28
I268116,dzqjr2x5hs,Female,57,Shoes,5,3000.85,Credit Card,2021-04-11
I338591,nek3k7k1bx,Female,19,Clothing,5,1500.4,Credit Card,2022-03-01
I123102,hopiq4bqwb,Female,22,Cosmetics,2,81.32,Credit Card,2021-11-16
I236637,n2qotegogr,Male,41,Clothing,1,300.08,Cash,2021-04-23
I223002,alxps3axpx,Female,44,Cosmetics,1,40.66,Cash,2023-02-20
I391515,twg7zpg9qv,Female,63,Cosmetics,4,162.64,Credit Card,2023-01-05
I222970,izpmhzteh6,Male,47,Technology,1,1050.0,Cash,2022-07-23
I259054,hahcatroio,Female,55,Clothing,1,300.08,Credit Card,2021-05-19
I333361,cgi2v0rxhh,Male,51,Clothing,3,900.24,Cash,2021-04-11
I252713,8bwbojqfew,Female,21,Clothing,3,900.24,Cash,2021-03-15
I163446,pizc2glv82,Female,60,Toys,4,143.36,Credit Card,2021-10-25
I253711,bckfou90nd,Male,44,Souvenir,4,46.92,Credit Card,2021-10-21
I320321,derddjgrqy,Male,18,Books,2,30.3,Credit Card,2022-07-22
I194106,knmzfka0aw,Male,37,Clothing,1,300.08,Cash,2022-07-06
I325607,h9vq0u9ti3,Male,59,Clothing,1,300.08,Debit Card,2022-06-24
I219874,cx1pjima2w,Female,24,Shoes,3,1800.51,Credit Card,2021-03-11
I222343,e0rohbrevr,Female,65,Books,1,15.15,Cash,2022-01-26
I882290,rkpkhh9vvt,Male,36,Technology,3,3150.0,Cash,2021-10-12
I247266,dksln8swlm,Male,65,Books,1,15.15,Debit Card,2022-11-09
I263635,vnwtqlwz6l,Female,64,Clothing,4,1200.32,Cash,2021-06-19
I161240,jj1cpxyknm,Female,60,Clothing,3,900.24,Debit Card,2022-02-20
I225897,vblkyihdtf,Female,66,Souvenir,1,11.73,Credit Card,2022-11-07
I573265,f17girtwlr,Female,59,Clothing,2,600.16,Cash,2022-06-02
I163705,edmsdilpke,Male,45,Cosmetics,4,162.64,Debit Card,2022-10-10
I129947,hajek29mj3,Female,56,Cosmetics,3,121.98,Credit Card,2022-04-17
I137008,hvqpw2y2as,Female,67,Cosmetics,5,203.3,Cash,2021-10-12
I741436,fympthq9y0,Female,19,Souvenir,4,46.92,Cash,2022-10-13
I206462,vrjivwkt00,Female,39,Shoes,1,600.17,Cash,2021-10-03
I233076,pgek37qnpu,Male,47,Clothing,2,600.16,Debit Card,2021-02-02
I212682,i6v2ioh1qx,Female,37,Shoes,4,2400.68,Cash,2022-12-29
I122212,b1c5v2nwuz,Male,27,Clothing,5,1500.4,Credit Card,2022-12-24
I332775,6617pdq44p,Female,44,Food & Beverage,3,15.69,Cash,2022-01-25
I166183,urlrjlwnvh,Female,35,Food & Beverage,4,20.92,Cash,2022-07-13
I156681,e45ibepltd,Female,52,Clothing,5,1500.4,Cash,2021-02-03
I157315,bjevoe0g6p,Female,41,Clothing,1,300.08,Cash,2023-02-22
I286712,ddvctgwwdj,Female,55,Clothing,2,600.16,Cash,2021-01-22
I153253,utymimu1ad,Female,24,Toys,1,35.84,Cash,2021-08-13
I480803,rec28ngxzz,Female,51,Cosmetics,3,121.98,Credit Card,2022-02-20
I154608,xfxuc2lpdm,Female,62,Food & Beverage,1,5.23,Credit Card,2022-02-17
I160893,fzaarhttdu,Female,33,Cosmetics,5,203.3,Credit Card,2022-10-23
I274522,szhxuz2q4r,Female,61,Toys,4,143.36,Credit Card,2022-05-27
I675931,mzv5hsrrcp,Female,41,Shoes,4,2400.68,Debit Card,2021-04-23
I189912,h99ohg8lfk,Female,18,Clothing,2,600.16,Cash,2022-08-30
I165655,rpotxy7rju,Male,44,Shoes,3,1800.51,Credit Card,2021-01-05
I292875,sfzai6kw8y,Male,31,Food & Beverage,1,5.23,Debit Card,2022-11-16
I739389,kcsqx5nhqj,Female,63,Food & Beverage,2,10.46,Credit Card,2021-11-02
I832901,8sgbxsjjwy,Female,43,Clothing,3,900.24,Cash,2021-03-13
I206414,gozkq2ujyu,Male,38,Food & Beverage,2,10.46,Cash,2021-07-15
I150122,jotrsu4z9o,Female,41,Clothing,2,600.16,Cash,2022-06-06
I158118,zbaaidyvzv,Female,22,Toys,3,107.52,Credit Card,2021-02-03
I124218,0wisfypo4q,Female,57,Clothing,1,300.08,Credit Card,2022-05-20
I314023,b3ioiqfhak,Female,41,Shoes,3,1800.51,Cash,2021-08-24
I566731,s4djy0ihrh,Male,55,Technology,1,1050.0,Credit Card,2021-03-25
I397935,drg4prpxma,Male,51,Clothing,4,1200.32,Debit Card,2021-07-05
I108565,dzhu2dqrb5,Female,36,Toys,4,143.36,Credit Card,2022-02-12
I296428,zeagdbkdwq,Female,18,Clothing,3,900.24,Debit Card,2021-02-03
I801562,rzuyrdnlch,Female,52,Clothing,1,300.08,Credit Card,2021-04-10
I173754,fuxuipyask,Female,27,Clothing,5,1500.4,Credit Card,2021-07-12
I715685,r2pwu9cfpw,Male,64,Cosmetics,3,121.98,Cash,2021-07-29
I237495,1yyz1bqpne,Female,56,Clothing,4,1200.32,Credit Card,2022-12-31
I151026,h9h1urg49o,Female,51,Clothing,2,600.16,Credit Card,2022-04-19
I112138,8s2mzjvzc0,Female,32,Shoes,4,2400.68,Cash,2021-01-31
I191266,g3kvxhmi3d,Female,24,Cosmetics,3,121.98,Credit Card,2021-06-09
I214171,mwmk1e55ol,Female,40,Toys,4,143.36,Cash,2022-12-17
I131000,m3zuqgjyvk,Male,33,Shoes,2,1200.34,Credit Card,2021-01-16
I236138,g2zivfo8mc,Female,31,Cosmetics,3,121.98,Debit Card,2021-04-27
I141576,dst7hfcuap,Male,33,Shoes,4,2400.68,Cash,2021-09-30
I188292,wtwfzpmcds,Female,54,Cosmetics,3,121.98,Debit Card,2022-08-16
I479861,sqqokbwt2q,Male,57,Clothing,1,300.08,Cash,2021-08-29
I135573,o0pkoaxob1,Female,67,Clothing,2,600.16,Debit Card,2021-11-12
I265753,wz0zjyqzh1,Male,22,Shoes,1,600.17,Cash,2021-10-21
I161821,4myornlnaa,Female,55,Food & Beverage,4,20.92,Cash,2021-07-20
I247598,y2wzarxgan,Female,38,Cosmetics,5,203.3,Cash,2022-11-13
I870257,rubsirl6ul,Female,25,Clothing,4,1200.32,Credit Card,2021-12-29
I220646,um7c3ml8c5,Female,39,Toys,4,143.36,Cash,2022-03-08
I178688,ugbon3yzly,Male,30,Cosmetics,5,203.3,Cash,2021-08-02
I230615,gqeqcdibc9,Male,21,Cosmetics,3,121.98,Debit Card,2021-04-10
I642468,sug746n8hy,Female,57,Toys,1,35.84,Credit Card,2022-09-25
I392377,ewpe2rhgho,Female,43,Clothing,3,900.24,Debit Card,2021-05-04
I511399,hygo5e8uwf,Female,59,Cosmetics,5,203.3,Cash,2021-12-18
I310812,78t5x3pcxb,Male,39,Clothing,2,600.16,Credit Card,2021-07-27
I272607,rqo2i6ntho,Female,46,Toys,3,107.52,Credit Card,2022-08-31
I188458,woxhpmnrqg,Male,69,Shoes,2,1200.34,Cash,2022-05-17
I126996,10q1aqlnti,Female,65,Clothing,2,600.16,Cash,2021-04-27
I214379,ayujmwbqww,Male,28,Clothing,1,300.08,Cash,2021-03-22
I271819,lgretnhh0l,Male,54,Clothing,2,600.16,Credit Card,2021-06-21
I264003,trq8peyos8,Female,33,Food & Beverage,5,26.15,Cash,2021-01-05
I322675,n0jtfamx2y,Female,32,Cosmetics,4,162.64,Cash,2021-04-15
I163640,o6pmqx8yko,Male,25,Clothing,4,1200.32,Cash,2022-06-25
I171365,zj5itc3cei,Female,40,Food & Beverage,4,20.92,Credit Card,2022-04-15
I274997,gpqkokfhc3,Male,23,Clothing,2,600.16,Cash,2022-04-01
I551530,lalraqxsne,Female,28,Shoes,2,1200.34,Cash,2021-04-12
I606906,ph0clo3inu,Male,46,Food & Beverage,3,15.69,Credit Card,2022-09-25
I159535,dzsaaoghiw,Male,51,Toys,4,143.36,Credit Card,2022-01-23
I394437,wzk9cjtskk,Male,63,Food & Beverage,4,20.92,Credit Card,2021-11-04
I151375,kfmfpg6tja,Male,35,Food & Beverage,5,26.15,Cash,2022-07-27
I943094,oehfkis1of,Male,45,Toys,1,35.84,Debit Card,2023-03-07
I143578,j3wu5dqovc,Male,63,Cosmetics,3,121.98,Credit Card,2022-11-04
I177965,skzdbu7gmv,Female,24,Cosmetics,2,81.32,Debit Card,2021-07-29
I152204,yukub6noqd,Male,48,Souvenir,3,35.19,Cash,2021-03-14
I150824,vx4cwj5tsm,Female,55,Shoes,3,1800.51,Cash,2022-08-17
I761696,787fogrees,Female,20,Food & Beverage,2,10.46,Cash,2021-05-03
I228616,pgogvongkb,Female,40,Clothing,4,1200.32,Credit Card,2022-02-18
I287389,3namcjzuyo,Male,35,Shoes,5,3000.85,Cash,2021-05-21
I169876,6w66sw5cdd,Female,28,Books,2,30.3,Cash,2021-03-08
I197220,glmynakre9,Female,49,Food & Beverage,2,10.46,Cash,2021-05-24
I309929,9jeag6acpa,Female,45,Toys,3,107.52,Debit Card,2022-10-31
I476039,ecltljzph0,Female,44,Clothing,4,1200.32,Cash,2022-03-25
I318878,agopwjm6gj,Male,47,Food & Beverage,4,20.92,Cash,2022-05-28
I168164,9ugx6mjt7t,Male,23,Clothing,1,300.08,Cash,2021-03-01
I323962,tl6qhssijr,Male,35,Clothing,1,300.08,Credit Card,2021-12-12
I319053,nmmmxpadge,Female,40,Clothing,4,1200.32,Cash,2021-05-16
I143404,yuejqet8v0,Female,59,Shoes,5,3000.85,Credit Card,2022-11-02
I305874,eznyolf1lo,Female,55,Shoes,5,3000.85,Cash,2022-01-18
I307795,hkojpa9hte,Female,43,Shoes,5,3000.85,Cash,2023-03-08
I145128,p67bc6catu,Male,20,Books,5,75.75,Credit Card,2021-07-11
I264731,tyqyiasaad,Female,24,Clothing,3,900.24,Debit Card,2021-07-09
I180095,tjvyrxixfh,Male,26,Food & Beverage,2,10.46,Cash,2022-05-26
I173562,oglw5a5exp,Female,68,Food & Beverage,3,15.69,Cash,2021-04-29
I310507,g4i2tcycoj,Female,58,Cosmetics,1,40.66,Cash,2023-01-11
I525824,wih1xi85ci,Male,40,Souvenir,1,11.73,Cash,2021-04-12
I301700,1pezlcvhjy,Female,56,Cosmetics,5,203.3,Cash,2022-01-04
I294385,vwybbjrari,Female,20,Clothing,4,1200.32,Debit Card,2021-09-10
I305986,ztce9iuhps,Male,38,Clothing,2,600.16,Debit Card,2022-08-18
I832639,y7twhk2ggg,Female,53,Food & Beverage,2,10.46,Debit Card,2021-08-04
I103846,vh1zx2luk8,Female,56,Cosmetics,4,162.64,Credit Card,2021-01-30
I111238,icclpln6ln,Male,55,Clothing,2,600.16,Credit Card,2022-06-25
I225731,uzgrp2lfo9,Female,55,Cosmetics,4,162.64,Credit Card,2021-01-30
I803661,qbp5jaos6y,Male,21,Toys,5,179.2,Cash,2022-06-28
I206258,bx39lww3ip,Female,52,Clothing,2,600.16,Debit Card,2021-01-30
I101885,kvucgijlpm,Male,57,Books,4,60.6,Credit Card,2021-04-18
I585033,0wqvyqbdtm,Male,56,Food & Beverage,1,5.23,Debit Card,2023-02-09
I209650,xgh0kvolyk,Female,29,Food & Beverage,5,26.15,Cash,2022-11-29
I119608,vn4o2ovfdj,Male,34,Souvenir,4,46.92,Credit Card,2021-09-24
I328283,1fkk5xgfwx,Male,48,Shoes,3,1800.51,Credit Card,2022-01-30
I334926,77ivysmera,Male,41,Shoes,1,600.17,Cash,2022-12-01
I193378,vnmx8zwzak,Male,24,Clothing,5,1500.4,Credit Card,2022-03-14
I139103,2wmq77yi3n,Female,60,Shoes,3,1800.51,Credit Card,2022-03-23
I208595,1r9k9yk6f4,Female,28,Technology,3,3150.0,Credit Card,2021-04-16
I182321,vcfnwup2xb,Female,55,Clothing,3,900.24,Credit Card,2021-08-09
I147110,a2rbmvaogh,Female,46,Books,1,15.15,Credit Card,2022-05-13
I282465,kzxkpdpnko,Female,45,Shoes,2,1200.34,Cash,2022-08-16
I657572,soyeyds7tr,Female,67,Clothing,1,300.08,Credit Card,2022-01-09
I754905,jafgtedbeq,Male,67,Clothing,3,900.24,Credit Card,2022-10-15
I224074,bebxye3nsr,Female,52,Cosmetics,4,162.64,Cash,2021-11-09
I185089,due1ou90uc,Male,50,Clothing,1,300.08,Debit Card,2022-12-08
I725521,iwkzblhmwe,Female,47,Food & Beverage,2,10.46,Debit Card,2023-02-18
I125506,prfmp4bawe,Female,52,Toys,2,71.68,Debit Card,2021-05-16
I579473,bprfg6dz5v,Female,32,Souvenir,2,23.46,Cash,2021-12-21
I269437,aqpgst38zl,Female,19,Cosmetics,5,203.3,Cash,2022-01-06
I121492,cncz0h0axk,Female,59,Cosmetics,3,121.98,Cash,2022-03-01
I292776,hep2mwy0xp,Female,45,Clothing,1,300.08,Debit Card,2021-09-28
I499872,qaiie2wjlq,Female,27,Clothing,2,600.16,Credit Card,2021-12-01
I186541,n5ivvt5aev,Female,26,Clothing,5,1500.4,Cash,2021-08-23
I281901,zutcnei3g7,Female,32,Books,3,45.45,Credit Card,2023-01-10
I137840,hmfzzmqhe7,Female,22,Clothing,1,300.08,Cash,2021-03-12
I221975,v1xti74wxm,Male,35,Clothing,1,300.08,Credit Card,2022-10-21
I190782,xetank01sw,Female,58,Clothing,4,1200.32,Debit Card,2022-08-04
I293559,x1kevkgzio,Female,61,Food & Beverage,1,5.23,Debit Card,2022-03-22
I187150,5fbpwdy1yc,Female,45,Clothing,4,1200.32,Cash,2021-05-09
I243792,801glrfrmy,Female,69,Souvenir,2,23.46,Debit Card,2022-08-14
I186709,zcxgcphf2h,Female,31,Clothing,2,600.16,Credit Card,2022-04-06
I185125,o4ufs4qprl,Female,57,Clothing,1,300.08,Credit Card,2023-01-07
I164968,ehkzavkqam,Female,47,Food & Beverage,2,10.46,Cash,2021-08-23
I134059,5geu8ec00m,Female,34,Souvenir,3,35.19,Credit Card,2022-04-10
I389198,dsfk9bqss7,Female,42,Cosmetics,3,121.98,Cash,2021-09-09
I245901,axsheaiep6,Female,61,Clothing,2,600.16,Cash,2021-06-25
I254430,fdgqsfsor1,Female,29,Clothing,4,1200.32,Cash,2021-05-26
I320926,pxwyu5lgp9,Male,62,Clothing,3,900.24,Debit Card,2023-01-04
I920299,gfxjvft9wp,Female,22,Clothing,3,900.24,Cash,2022-07-02
I161713,o5ola3e9to,Female,30,Cosmetics,2,81.32,Debit Card,2022-04-14
I373652,5uylpix8jm,Male,42,Food & Beverage,1,5.23,Debit Card,2022-09-08
I890781,f5zyo23jhp,Female,61,Food & Beverage,4,20.92,Debit Card,2021-02-12
I159219,ootati2hni,Male,26,Clothing,1,300.08,Credit Card,2021-07-15
I201037,vljltcbegz,Male,58,Clothing,5,1500.4,Debit Card,2022-11-12
I165247,lvtpho3h6z,Female,23,Clothing,4,1200.32,Cash,2023-01-04
I198812,rjpiu60iye,Male,26,Food & Beverage,3,15.69,Cash,2022-01-29
I456395,dz049h8w2q,Male,43,Shoes,2,1200.34,Credit Card,2021-06-03
I146651,comf55zelb,Female,47,Books,5,75.75,Cash,2022-10-03
I215667,knfngygl9u,Male,52,Toys,2,71.68,Cash,2022-12-10
I560302,8btbxhnoya,Female,21,Cosmetics,4,162.64,Cash,2022-03-08
I287255,za9dyf3eq9,Female,54,Clothing,4,1200.32,Credit Card,2022-01-22
I655988,susbekt3it,Female,53,Clothing,2,600.16,Cash,2023-01-06
I291073,ofv2jgtgmr,Female,64,Clothing,3,900.24,Cash,2021-10-29
I765892,we6hvquytr,Female,19,Cosmetics,5,203.3,Credit Card,2022-07-06
I282986,5wzggh1msu,Female,41,Toys,5,179.2,Credit Card,2022-01-15
I602404,symokecfon,Male,24,Cosmetics,4,162.64,Credit Card,2022-08-16
I831058,nxlpts9jhk,Female,42,Clothing,2,600.16,Credit Card,2022-06-23
I921659,3l1chhxame,Male,36,Clothing,4,1200.32,Debit Card,2022-03-06
I184364,rbn3ovxmvz,Female,58,Toys,1,35.84,Credit Card,2022-04-12
I461605,slctqcqy4w,Female,29,Toys,3,107.52,Cash,2022-09-15
I145495,zxxykin107,Male,29,Clothing,1,300.08,Credit Card,2022-12-24
I168797,3yjrrfh3zn,Female,29,Food & Beverage,3,15.69,Credit Card,2022-01-03
I514350,k6nmfcsnec,Female,34,Clothing,1,300.08,Cash,2022-09-05
I241508,quyhyztldt,Male,64,Clothing,3,900.24,Credit Card,2023-01-08
I124578,2vektlmjfs,Male,53,Cosmetics,3,121.98,Credit Card,2022-05-24
I534269,zljwxhjexq,Male,19,Shoes,4,2400.68,Cash,2022-07-18
I189337,4byfm77e28,Male,60,Cosmetics,5,203.3,Cash,2021-02-17
I142892,iy3le9w2sz,Female,39,Shoes,1,600.17,Cash,2022-07-17
I269836,wofj2krcdr,Female,47,Clothing,4,1200.32,Cash,2021-07-05
I718864,um6lfsdjj7,Female,23,Clothing,3,900.24,Cash,2023-02-03
I322421,5kb0wmvt6r,Male,44,Clothing,3,900.24,Debit Card,2022-06-09
I171627,rzyf6dioao,Male,45,Toys,3,107.52,Credit Card,2022-11-10
I274866,seilvbw1k0,Female,31,Toys,3,107.52,Credit Card,2021-06-09
I278482,buukbcgzzm,Female,35,Cosmetics,1,40.66,Credit Card,2021-11-01
I232638,2xc1exlqg4,Female,34,Souvenir,2,23.46,Credit Card,2021-02-15
I327682,gfwgw6puz5,Female,49,Toys,3,107.52,Credit Card,2022-03-19
I272919,esuxijlh5b,Male,61,Shoes,2,1200.34,Credit Card,2022-02-04
I331354,5kjdd7r8u6,Female,37,Clothing,3,900.24,Credit Card,2021-08-16
I993751,4wjyhqyv1v,Female,49,Clothing,1,300.08,Credit Card,2021-05-13
I207190,anonttkm29,Male,32,Souvenir,5,58.65,Cash,2022-02-11
I224085,5eejwm8l1h,Female,56,Technology,4,4200.0,Debit Card,2022-08-08
I177848,ilfq1piwrl,Female,50,Toys,3,107.52,Cash,2023-01-17
I360559,qwwvtmrvvf,Female,47,Technology,3,3150.0,Credit Card,2021-01-11
I181977,uzr6rq5y3m,Female,34,Clothing,3,900.24,Cash,2022-06-22
I253168,0lmexmywdm,Female,55,Food & Beverage,5,26.15,Debit Card,2023-01-24
I231696,mz0ix4crvx,Female,67,Cosmetics,2,81.32,Credit Card,2021-10-23
I219218,fh8hfokz7y,Male,56,Cosmetics,1,40.66,Cash,2023-01-10
I176568,xzyvmlemk9,Male,67,Food & Beverage,3,15.69,Cash,2022-07-16
I248705,qcauiltqgf,Male,64,Souvenir,3,35.19,Cash,2022-11-10
I238900,rt1sk5ycyv,Male,29,Clothing,5,1500.4,Cash,2022-01-30
I270915,kdb0ksvp63,Female,41,Books,2,30.3,Cash,2022-12-12
I857734,1rnfgciump,Female,57,Clothing,5,1500.4,Cash,2021-06-10
I327870,7g9eebakp8,Male,19,Souvenir,4,46.92,Cash,2021-09-02
I153726,mzouytlxwh,Female,44,Food & Beverage,4,20.92,Credit Card,2022-11-26
I206053,r6froybfew,Male,18,Clothing,3,900.24,Cash,2022-10-14
I103353,qdtnwkk9rg,Female,24,Food & Beverage,5,26.15,Cash,2021-07-14
I290417,iuc56e03mx,Female,24,Clothing,3,900.24,Credit Card,2021-06-24
I266346,lgrmwnvvyf,Female,18,Food & Beverage,3,15.69,Credit Card,2021-10-05
I940210,ajcwmnvouu,Male,21,Clothing,2,600.16,Credit Card,2022-06-05
I180653,ugiqba2emu,Male,36,Clothing,1,300.08,Cash,2021-05-01
I174040,wuumiawipg,Female,27,Cosmetics,5,203.3,Cash,2021-09-21
I293821,sa6rmycde0,Male,48,Clothing,3,900.24,Debit Card,2022-10-05
I728237,ad7qjsrbzr,Male,43,Clothing,3,900.24,Cash,2021-11-17
I271251,edv6wqh2rq,Female,54,Clothing,5,1500.4,Cash,2021-08-20
I777561,sdl2hnwbsl,Male,47,Clothing,2,600.16,Credit Card,2021-06-07
I189722,m64cnouclx,Female,56,Technology,5,5250.0,Credit Card,2021-10-17
I152635,iwrdmdqoye,Male,36,Toys,1,35.84,Credit Card,2021-01-18
I500412,bxexfyuxsq,Male,51,Clothing,5,1500.4,Credit Card,2022-08-20
I332654,hre5xhcs3v,Female,39,Cosmetics,3,121.98,Cash,2021-07-04
I195288,4ylovziehh,Female,35,Food & Beverage,5,26.15,Credit Card,2022-06-26
I672622,nypa8ml4wy,Male,54,Books,1,15.15,Debit Card,2022-10-20
I160981,rc0bc416zq,Female,28,Shoes,5,3000.85,Cash,2023-01-16
I310690,zxtsnkkzsk,Female,68,Toys,3,107.52,Debit Card,2022-02-23
I498632,lbyt21cxhp,Female,37,Books,4,60.6,Credit Card,2021-12-23
I324655,9f92jafivw,Male,21,Food & Beverage,3,15.69,Cash,2021-04-07
I196052,393ci4svh0,Female,39,Shoes,2,1200.34,Debit Card,2022-07-01
I797105,hudnkvzcgt,Female,22,Clothing,5,1500.4,Cash,2022-12-18
I602415,pthe2w085b,Female,43,Food & Beverage,5,26.15,Credit Card,2021-08-24
I630737,ev3izgngui,Female,59,Cosmetics,1,40.66,Credit Card,2022-11-29
I305928,j3adfgl7im,Male,28,Food & Beverage,1,5.23,Cash,2023-02-02
I776154,eqllcakfrv,Male,32,Shoes,3,1800.51,Cash,2023-01-13
I534990,vzwetzqrdi,Male,32,Cosmetics,5,203.3,Credit Card,2021-03-24
